company,country,city,postcode,hall,stand,segment,description,id
Schramm GmbH,Germany,Frankfurt,60388,Hall 17,205,Railway Infrastructure,"Since 1947 SCHRAMM has produced individual solutions for Outdoor cabinets and shelters made of glassfiber reinforced Polyester, Aluminum or Stainless Steel.

The family run company has approx. 100 employees and is among the certified suppliers of international companies from many sectors.",1036221
Schraubenwerk Zerbst GmbH,Germany,Zerbst,39261,Hall 26,380,Railway Infrastructure,"Since 1912 Schraubenwerk Zerbst GmbH has produced a wide range of bolts, studs and screws. As the only German manufacturer of screws for rail fastening systems Schraubenwerk Zerbst with its special products supplies state railways, transporting enterprises and switch engineering companies all aro...",1036222
Schrey & Veit GmbH,Germany,Sprendlingen,55576,Hall 21,230,Railway Infrastructure; World Innovations,"Schrey & Veit – Solutions for Silence
Engineered in Germany - made in Germany – installed worldwide.
With the mission to make the world a bit more quiet, Schrey & Veit focuses on developing and providing solutions for noise reduction  through tuned dampers for railways and other applications.",1036226
Schroff GmbH,Germany,Straubenhardt,75334,Hall 4.1,540,Railway Technology,"RESILIENT PROTECTION OF CRITICAL RAIL INFRASTRUCTURE

For more than 60 years, nVent SCHROFF has been a world leader for innovative creation, development and manufacturing of electronics packaging for railway systems and technology.

At nVent, we believe that safer systems ensure a more secure world.",1036229
Schréder GmbH,Germany,Stuttgart,70499,Hall 5.2,730,Tunnel Construction,"Schréder GmbH is one of the leading companies in the German lighting industry. Our business areas include street, industrial, sports, and tunnel lighting, as well as spotlights.",1036223
Schunk Transit Systems GmbH,Germany,Wettenberg,35435,Hall 9,345,Railway Technology; World Innovations,"Innovation that keeps you moving

Schunk is one of the world's leading suppliers in the field of reliable power transmission. Our developments set technological milestones and push the boundaries of what is possible.",1208143
SCHURTER TrenoLux,Austria,Wien,1210,Hall 1.1,220,Railway Technology,"SCHURTER TrenoLux is the market leader of advanced LED lighting solutions for railway vehicles, combining engineering excellence with deep industry expertise. As part of the SCHURTER Group, TrenoLux focuses on the development and production of high-performance exterior and interior lighting systems.",1006304
Schwalbe Baugesellschaft mbH & Co. KG,Germany,Preetz,24211,Hall 25,240e,Railway Infrastructure,,1208554
Schweerbau GmbH & Co. KG,Germany,Stadthagen,31655,Outdoor Display,O3/75; T3/75,Outdoor Display; Railway Infrastructure,"Modern for 100 years. We ensure mobility

Track construction, rail treatment, civil engineering, welding technology - a crisis proof industry",1036276
Schweizer Electronic AG,Switzerland,Reiden,6260,Hall 26,250,Railway Infrastructure; World Innovations,"Schweizer Electronic provides automated railway safety solutions for track workers and level crossings. With Swiss engineering and global reach, we enhance protection across rail operations worldwide, guided by our core promise: safety on tracks.",1226081
Schweißtechnische Lehr- und Versuchsanstalt Halle GmbH,Germany,Halle (Saale),06118,"CityCube, Hall A",700,Railway Technology,,1221878
Schweißtechnische Lehr- und Versuchsanstalt Mecklenburg-Vorpommern GmbH,Germany,Rostock,18069,"CityCube, Hall A",700,Railway Technology,,1221920
Schwihag AG,Switzerland,Tägerwilen,8274,Hall 26,860,Railway Infrastructure,"Schwihag AG is a leading supplier of innovative products for track and switch technology. Schwihag products optimise the functionality of switches and track systems, reduce maintenance costs and help protect the environment.",1036297
SCHÖMA Lokomotiven GmbH,Germany,Diepholz,49356,Hall 5.2,650,Railway Infrastructure,"SCHÖMA develops and manufactures robust, tailor-made locomotives and special rail vehicles for tunnelling, infrastructure, industrial and international railway applications.",1219539
SCI Verkehr GmbH,Germany,Berlin,10179,"CityCube, Hall B",320,Public Transport,SCI Verkehr is an independent and highly specialised management consultancy focusing on strategic issues in the international rail and logistics business. We support our business partners in industry and politics by analysing markets and developing viable and tailor-made strategies for the future.,1036298
"Scintific and Production Association ""RIST""",Ukraine,Vilnyansk,70002,Hall 4.2,410,Interiors,"Scientific & production association ""Rist"" is a production and engineering company. We are engaged in a specialized design and manufacture of products for railway rolling stock.",1226852
SciTeeX Sp. z o.o.,Poland,Warsaw,00-215,Hall 6.2,365,Railway Technology,,1220444
Scoma,France,LA LOUPE,28240,Hall 11.2,270,Railway Technology,"SCOMA
BUILT TO RESIST
Designer and manufacturer of safety parts 
for the railway industry since 1933",1130290
SCONRAIL AG,Switzerland,Winterthur,8400,Hall 2.2,250,Railway Technology,"SCONRAIL is your point of contact for NoBo, DeBo, AsBo and ECM assessments and certifications in the railway sector. Accredited as a conformity assessment and inspection body since 2006, represented in several European countries and have 100+ railroad experts at our disposal in all fields of railway",1036311
Scott Bader Company Ltd,United Kingdom,Wellingborough,NN29 7RL,Hall 8.2,265,Public Transport,"Scott Bader is an employee-owned global manufacturer of advanced composites and structural adhesives. Established in 1921, we have a century of expertise in manufacturing high-quality, innovative products for a variety of markets around the world. Visit us in Hall 8.2 on Stand 265 for more info.",1036319
"Scout Robotics, INC",United States of America,Philadelphia,PA 19146,Hall 7.1a,236,Railway Infrastructure; World Innovations; AI Mobility Lab,Your trains already connect the network. Now they make it smarter.,1223799
SCS Industrie-Componenten BV,Netherlands,Zoetermeer,2718 RM,Hall 3.1,850,Interiors,"SCS is your full experienced partner in LED Lighting Solutions for vehicles in Public Transport. Quality orientated, Turn Key, Custom Built, Plug and Play.",1205683
SCULFORT YEL,France,Feignies,59750,Hall 11.2,270,Railway Infrastructure,MANUFACTURER OF UNDERFLOOR WHEEL LATHES AND VERTICAL BORING MACHINES,1036329
SDCEM,France,CHAMPAGNIER,38800,Hall 25,670,Railway Infrastructure,"SDCEM, part of the MasterGrid Group, designs and manufactures high and very high voltage disconnecting solutions for railway electrification networks. Over 75 years of expertise in disconnectors and switches for urban, conventional and high speed lines. Approved by railway operators worldwide.",1036336
SDH FER GROUPE MILLET,France,Saint Denis de l’Hôtel,45550,Hall 5.2,370,Railway Technology,,1226940
Seaborne Plastics,Czechia,Brno,627 00,Hall 3.1,835,Interiors,"With a commitment to continuing investment, Seaborne Plastics has modern machinery and equipment to produce high quality vacuum formed and thermoformed parts. 
From very small mouldings to parts over 2m square, Seaborne Plastics has a skilled workforce dedicated to producing the highest quality ...",1036355
SEALABLE Solutions GmbH,Germany,Waltershausen,99880,Hall 25,215,Railway Infrastructure,"Whether you require elastic rail storage with the highest stray current insulation, track bed mats with more than 40-year application or the new developed “bike protection” rail profile – Dätwyler Sealing Technologies products give more comfort and safety with the easiest use.
Accordingly, our R...",1036371
SEC spol. s r. o.,Slovakia,Nitra,94901,Hall 3.1,230,Interiors,• LED Lighting / SMART Lighting              • Luggage Racks               • Functional AL profiles              • ALU Ceiling panels,1036395
Sedlmayer GmbH Metallbearbeitung,Germany,Triptis,07819,Hall 7.2c,230,Railway Technology,"- Serial supplier – from development and prototyping to the delivery of spare parts
- Supplier of components – procurement of raw and assembly parts 
- Supply of cast, forged and turned parts as finished parts and ready-to-install modules
- Specialized suppliere for the mobility industry",1135428
SEEDIA Sp. z o.o.,Poland,Krakow,31-231,Hall 7.1c,300,Public Transport,"SEEDiA designs and delivers smart, solar-powered urban infrastructure supporting low-emission mobility. Our portfolio includes solar benches, bus shelters, e-paper passenger information systems and charging stations for e-bikes and e-scooters, integrating IoT and real-time data analytics.",1226896
SEF Power,France,Fontenay Trésigny,77610,Hall 17,155,Railway Technology,"SEF Power is a manufacturer of power solutions (AC/DC power supplies, DC/DC converters and UPS) for the defense, aeronautics and railway markets. Its design and production teams develop solutions that meet the most demanding markets in France.",1211176
"SEFOS, s.r.o.",Czechia,BLANSKO,67801,Hall 7.1b,210,Railway Technology,"SEFOS, s.r.o. and TRAMECo Systems, s.r.o. are a leading manufacturer of the vehicle onboard electronic systems and devices with innovative solutions and hi-quality able to satisfy the customers requirements.",1036469
SEG - Sogema Engineering,France,Lys-Lez-Lannoy,59452,Hall 4.2,150,Railway Technology,"Part of CIM company, SEG designs, manufactures and installs a large range of railway maintenance depot equipment for EMU, DMU, Passenger coaches, Freight wagons, Metros and Tramways. SEG also offers to its clients a wide range of personalized services for presses, lathes or other equipment.",1036470
SEGULA Technologies,France,Courbevoie,92400,"CityCube, Hall A",605,Railway Technology,"SEGULA Technologies is a global engineering group operating in over 30 countries with 140 offices. Driven by the expertise of its 15,000 employees, the Group fosters close relationships with clients across major industrial sectors, including automotive, aerospace, energy, rail, naval, life sciences,",1036487
Seifel,France,Saint-Malo,35400,Hall 22,560,Railway Infrastructure,"Come and visit us at our Sicame Group stand in Hall 22, Stand No. 560, to discover our range of products for railway infrastructure.",1227009
Sekisui Chemical GmbH,Germany,Düsseldorf,40476,Hall 25,265b,Railway Infrastructure,"It is essential for a comfortable and convenient life to be supported with a substantial infrastructure. SEKISUI group supplies a great variety of products and services with high-technology to support substantial infrastructure.

FFU synthetic sleeper is the new environmental material that SEKI...",1036507
SEKISUI KYDEX,United States of America,Bloomsburg,17815,Hall 5.1,415,Interiors,"KYDEX® Thermoplastics are globally recognized as the leader in high-performance specialty polymers for rail interiors. We are more than a raw material supplier, we are a solution provider. As your collaborative partner we put innovation at the forefront.",1205368
SELECTRAIL AUSTRALIA PTY LTD,Australia,TULLAMARINE,3043,Hall 27,591,Railway Infrastructure,"Selectrail Australia Pty Ltd is an Australian based railway signalling and solutions company that specialises in the area of signalling relays, in particular we have developed solid state SIL4 level Q style relays made in accordance with BR930 standards and retrofittable with the incumbent relays.",1181613
SELITE SRL,Italy,Ronco Briantino,20885,Hall 9,286,Railway Technology,Italian specialists in low-frequency electromagnetic and magnetic shielding solutions for reliable railway applications.,1225503
Semperit Technische Produkte GmbH,Austria,Wimpassing im Schwarzatale,2632,Hall 26,890,Railway Infrastructure,"Since 1824, Semperit AG Holding has been delivering high performance elastomer solutions to industrial customers in over 100 countries.
As a leading partner in railway superstructure solutions, our product make rail systems safer, quieter, and more reliable.",1036554
Semvac A/S,Denmark,Odense S,5260,Hall 3.1,675,Public Transport,"Semvac delivers innovative railway sanitation systems designed for comfort, sustainability, and reliability. Trusted by train operators worldwide for more than 40 years.",1036556
semvox GmbH,Germany,Kirkel,66459,Hall 7.1a,220,Public Transport; AI Mobility Lab,"semvox develops speech technology for passenger information systems, in addition to AI-based assistance and interaction solutions, focussing on dynamically generated announcements.",1225165
Senceive,United Kingdom,Milton Keynes,MK14 6LY,Hall 23,510,Railway Technology,"Come and talk to us at Stand 510 in Hall 23a where you’ll also find our partners Railmetrics and Eddyfi Technologies as well as our very own barista. Together we deliver great coffee and innovative solutions helping you manage critical assets. 

Helping you manage risk – from corridor to component",1036563
Sener,Spain,Getxo,48930,Hall 22,700,Railway Infrastructure; World Innovations,"Private engineering and technology group which seeks to transform the world by challenging the boundaries of technology, with the mission of helping its clients with innovative and effective solutions. Sener has 4,500 professionals and offices in 18 countries across five continents.",1225489
Senozon Deutschland GmbH,Germany,Berlin,10587,Hall 7.1c,225,Public Transport; Mobility+,,1226043
Sensative AB,Sweden,Lund,223 62,Hall 6.1,420,Railway Technology,"SeatSense delivers live, seat-by-seat occupancy for rail operators. 98% accurate, EN 50155 certified, easy to install — and integrated into your systems the way you need it. 

Visit us at Hall 6.1, Stand 420.",1137912
Sensedge Transportation Systems and Solutions Private Limited,India,Bangalore,560061,Hall 27,800,Railway Technology,"Electronic Interlocking System configuration design, Electronic Interlocking Automated Application Software design, Indoor & Outdoor wiring circuits design, Electronic Interlocking Installation, testing and commissioning, Performance monitoring and Maintenance management, Functional Safety, RAMS.",1219476
SENSIT s.r.o.,Czechia,Roznov pod Radhostem,75661,Hall 27,701,Railway Technology,"The SENSIT Company from Roznov p.R., known in the Czech market of temperature sensors since 1991, has begun the development, manufacture and supply of special temperature, relative humidity, CO2, VOC and atmospheric pressure sensors for railway vehicles since 2004. Products for this segment must ...",1036592
Serinox,France,Thiers,63300,Hall 3.2,100,Interiors,"Metalworking lies at the heart of Serinox’s expertise. The company has mastered all the processes required for metal fabrication, taking into account the mechanical, thermal and functional constraints specific to industrial applications.",1036664
SERTO GmbH,Germany,Kassel,34123,Hall 8.1,235,Railway Technology,"With our unions and unique SERTO system, we create smart tube connections that save time and money and can be easily installed even in the tightest spaces",1220171
SET Limited,United Kingdom,Derby,DE24 8AQ,Hall 18,670,Railway Technology,,1221216
setec,France,Paris,75012,Hall 5.2,170,Career Point; Railway Infrastructure,"Independent international engineering group delivering integrated railway and mobility solutions across the entire project lifecycle, from planning and systems integration to design, project delivery and asset management",1216893
SEYOND EUROPE GMBH,Germany,ESCHBORN,65760,Hall 27,180,Railway Technology,"THE INDUSTRY LEADER IN DIRECTIONAL LIDAR, POWERING THE FUTURE OF MOBILITY",1226032
Sferis,France,Paris,75013,Hall 5.2,250,Railway Infrastructure,"SFERIS is a leading French player in safety, maintenance, and works on railway networks.",1036735
SFS Safety Flooring Systems GmbH,Germany,Velbert,42553,"CityCube, Hall B",100,Interiors,SFS Safety Flooring Systems GmbH has been active in the anti-slip solutions market for more than 20 years. The company provides a wide range of solutions for preventing slip hazards and for marking surfaces.,1036739
SFT Service und Fahrzeugteile GmbH,Germany,Dresden,01159,Hall 9,500,Railway Technology,"Die SFT Service und Fahrzeugteile GmbH mit ihren Vertriebspartnern der Lex & Hesse GmbH, der Fahrzeugtechnik Hattingen Bus- und Schienenfahrzeugteile-Großhandel GmbH und der Kampa BV ist einer der Marktführer im Handel mit Ersatzteilen für Schienenfahrzeuge in Deutschland und Benelux-Länder.",1036742
SG Automotive d.o.o.,Slovenia,Slovenske Konjice,3210,Hall 8.1,315,Interiors,,1212796
SGS Group,Spain,Madrid,28042,Hall 22,700,Railway Technology,"We are the world’s leading testing, inspection and certification company.",1209522
"Shaanxi Changmei Technology Co., Ltd.",China,Baoji,721000,Hall 21,216,Railway Infrastructure,"Founded in 1995, Shaanxi Changmei Technology Co., Ltd. has been active in the rail transit vibration and
noise reduction industry for over 30 years. The company currently offers more than 3OO products across six
major series, allfocused on vibration and noise control for rail transit. Changmei produ",1211115
"Shalom Engineering Co., Ltd",South Korea,Hanam-si,12988,Hall 21,160,Railway Infrastructure,,1036775
"Shandong Bohong Rail Transportation Equipment Technology Co., LTD",China,Shandong,257000,Hall 23,840,Railway Technology,,1225104
"Shandong Gold Phoenix Co., Ltd.",China,Leling,253600,Hall 1.2,495,Railway Technology,"Founded in Aug,1999, Shandong Gold Phoenix Co., Ltd, as a national high-tech enterprise, mainly manufactures braking friction materials and its products for the global market. Our company has been listed on the main board of Shanghai Stock Exchange in April 6th, 2017,(Stock Code: 603586).",1223422
"SHANDONG HUASHENG ZHONGTIAN ENGINEERING MACHINERY CO., LTD",China,LINYI,276301,Hall 26,200,Railway Infrastructure,"Shandong Huasheng Zhongtian Engineering Machinery Co., Ltd. is a wholly-owned subsidiary of Shandong Huasheng Zhongtian Machinery Group Co., LTD. The company is located in the Economic Development Zone of Yinan County, Linyi City, Shandong Province, covering an area of more than 150,000 square meter",1036792
"Shandong Longertek Technology Co. , Ltd.",China,Jinan,271100,Hall 5.1,280,Interiors,"Shandong Longertek Technology Co., Ltd. (Stock Code: 300594) is a high-tech listed enterprise having core energy-saving technology and inverter cooling system control technology. Company currently has more than 900 employees including more than 200 R&D engineers.",1211106
"Shandong Tiannuo Construction Machinery Co., Ltd.",China,Shandong,272000,Hall 9,284,Railway Infrastructure,"Founded in 2014, Shandong Tiannuo is a high-tech enterprise focused on excavator retrofitting, R&D and production for railway, mining and construction. With 100+ patents and ISO certification, we provide railway maintenance equipment, excavator modification parts, booms, attachments and accessories.",1225676
"Shandong Yili Power Technology Co., Ltd",China,Weifang,261057,Hall 20,170,Railway Technology,"Turbocharger Part, Turbine Wheel, Runoff Turbine, Axial Flow Turbine, Nozzle Ring, Runoff Nozzle Ring, Axial Flow Nozzle Ring, Impeller, Turbine Blade, Turbine Shaft",1036800
"Shanghai BOFA Spatial Information technology Co,. Ltd.",China,Shanghai Jia Ding District,201821,Hall 5.2,620,Tunnel Construction,,1220085
"Shanghai Emyte Hydraulic Equipment Co., Ltd.",China,Shanghai,200000,Hall 10.2,140,Railway Technology,"Founded in 2005, Emyte Group specializes in ferrule fittings, steel pipes, steel pipe assemblies, brake hoses, quick couplings and other related products. We have provided services to numerous clients in the rail transit sector including CRRC, Knorr and Voith. Meanwhile, we also serve customers from",1218932
"Shanghai Gino Telema New Electric Co., Ltd.",China,"Sijing, Songjiang, Shanghai",201601,Hall 17,215,Railway Infrastructure,,1211669
"Shanghai Oriental Machine Vision & Inspection Technology Co., Ltd",China,Shanghai,201111,Hall 23,435,Railway Infrastructure,"Intelligent Operations&Maintenance 
Rail Eddy Current Inspection Module
Ultrasonic Rail Flaw Detection
Rail Surface Monitoring
Track Inspection
Rail Profile&Corrugation Measurement
Track Geometry Measurement
Tunnel Surface Inspection
Tunnel Profile Measurement
RailTransit Intelligent Inspection Cart",1215756
"Shanghai Qnode Technology Co.,Ltd",China,Shanghai,200444,Hall 7.2c,100,Railway Technology,"-Shanghai Qnode is a national high-tech enterprise providing active/passive obstacle detection, collision warning and intelligent monitoring solutions for urban rail vehicles, with full capabilities from R&D to mass production and lifecycle services.",1227029
"Shanghai Railwell Technology Co., Ltd.",China,Shanghai,200235,Hall 7.2c,200,Railway Technology,RAILWELL – Smart Track Condition‑Based Maintenance Solutions.,1227848
"Shanghai ZHJ Technologies Co.,Ltd",China,Shanghai,201615,Hall 11.1,115,Railway Technology,"Diesel-Electric Locomotives, Mass Transit, LRV and GE Contactors",1036828
Shanker Coils Private Limited,India,Kolkata,700026,Hall 18,170,Railway Technology,"Leading Manufacturer and Service provider for traction motors, alternators and its sub-assemblies",1224283
"Shanxi Chiart Machinery Equipment Co., Ltd.",China,Taiyuan,030000,Hall 10.1,250,Railway Technology,"Shanxi Chiart Machinery Equipment Co., Ltd. is a professional manufacturer of turbocharger replacement parts of ALCO, EMD, GE, MAN, ABB, MITSUBiSHl etc. including Rotor Assy Compressor wheel Assy, Turbine disk Assy, lmpeller, Nozzle ring, Turbine blades, Bearing Assy etc. Dealing with manufacturer d",1036848
"Shaoxing Meili Precision Spring Co.,Ltd",China,Zhejiang,312500,Hall 9,685,Railway Technology,,1222387
SHC Heavy Industry Co. Ltd.,South Korea,Asian,18583,Hall 8.1,325,Railway Technology,"SHC Heavy Industry Co., Ltd is specialized in manufacturing Steel Profile Components and Structures for Underframe assembly, Roof assembly, and Wall assembly for Passenger and Wagon cars.



Its major business areas are as below:



ROLL FORMING

 


	
• Cold Rolling profiling method to pr...",1036884
"Shenyang Elysan Electronic Technology Co.,Ltd",China,Shenyang,110027,Hall 5.2,815,Railway Technology,water mist suppression systems；non‑stored perfluorohexanone systems；Gas fire suppression system ；fire detection；AI vision solutions；213；Elysan Technology,1220304
Shenyang Liaohe Special Glass Factory,China,Shenyang,110200,Hall 1.1,840,Railway Technology,"Dongguan Dongfa Glass Products Co., Ltd. Was certified to ISO9001: 2000 and SGS Company In China, which was established in 1999, specializing in deep processing of glass products with closed-tolerance, with a total investment of more than RMB200 million and a floor area covering 13, 000sq",1036898
"Shenyang Yuancheng Friction and Sealing Material Co.,Ltd.",China,Shenyang,110168,Hall 1.2,600,Railway Technology,"Shenyang Yuancheng Friction and Sealing Material Co.,Ltd, brake pads for high-speed trains, freight wagons, locos, metros & automobiles. National ""Little Giant"".possess 480km/h 1:1 dyno. 200+ formulas, 100+ in use. 4 invention & 30 utility patents. UIC, CRCC, CCC certified. Exported to 20+ countries",1036900
"Shenyang Zhongye Guangyang Bearing Co., Ltd",China,Shenyang,110326,Hall 22,880,Railway Technology,"Shenyang ZhongYe GuangYang Bearing Co., Ltd. is an IRIS-certified (ISO 22163) manufacturer of high-performance railway and industrial bearings. From axle-box to traction-motor applications, we deliver certified precision, extended service life, and cost-optimized solutions for OEMs, operators, and m",1204697
"Shenzhen Cansinga Technology Co., Ltd.",China,Shenzhen,518101,Hall 1.2,490,Railway Technology,-,1036907
"Shenzhen Coming Technology Co., Ltd",China,SHENZHEN,518115,Hall 5.2,450,Railway Infrastructure,,1211736
"SHENZHEN GOALTEK ELECTRIC CO., LTD.",China,Shenzhen,518000,Hall 11.1,405,Railway Technology,"Welcome to Goaltek, where brilliance meets safety in the dynamic world of intrinsically safe explosion-proof lighting. Powered by over 30-year legacy, we redefine safety standards with products crafted to meet ATEX and IECEx benchmarks.",1223509
Shenzhen Hengzhiyuan Technology Corporation Ltd.,China,Shenzhen,518052,Hall 5.1,435,Railway Technology,"Founded in 2000, Hengzhiyuan is a national high-tech enterprise specializing in rail transit intelligent lighting. A pioneer in LED cold light source tech, we were the first to bring energy-efficient solutions to China’s premium trains. With top certifications, patents, and projects like BART, Paris",1036931
"Shenzhen Hi-Net Technology Co.,Ltd",China,Shenzhen,518130,Hall 7.1b,100,Railway Technology,,1219796
"Shenzhen Longyun Lighting Electric Appliances Co., Ltd.",China,Shenzhen City,518109,Hall 3.1,350,Interiors,Professional transportation lighting system supplier,1036950
"Shenzhen Risingstar Outdoor High Light Lcd Co.,Ltd",China,Shenzhen,518106,Hall 6.1,140,Public Transport,,1214054
"Shenzhen SED Wireless Communication Technology Co., Ltd.",China,Shenzhen,518057,Hall 4.1,810,Public Transport,"The core offerings, which cover the majority of the railroad business in Europe, are GSM-R phones, OPH, GPH, and OPS compliance with FRS and SRS EIRENE regulations. 
More than 19 years of experience innovating and manufacturing GSM-R mobile phones.",1036970
Shenzhen Techtion Smart Electronics Co.Ltd,China,Shenzhen,518100,Hall 2.1,115,Public Transport,,1219975
"Shenzhen Tongye Technology Co., Ltd.",China,Guangdong,518110,Hall 18,520,Railway Technology,"As a national high-techenterprise Shenzhen Tongye Technology Co, Ltd. has been committed to the development and production of the train power suppy products, network control products, enegy management system, motor and fan of rail transt since its establishmentin 2000. Our products are widely used i",1203584
"Shenzhen Zhongzhigu Electronic Technology Co., Ltd.",China,Shenzhen,518110,Hall 6.1,150,Railway Infrastructure,,1219589
"Shi Jia Zhuang High Fin M&E Equipment Co., Ltd.",China,Shijiazhuang,050000,Hall 1.1,290,Interiors,"Our company mainly engages in  Air filter/thermal insulation materials/ Sound proof materials/ air outlets, and other accessories for HVAC systems of metro and high-speed rail vehicles. All  have been widely applied in metro and high-speed rail projects and fully meets the performance requirements o",1226099
"Shijiazhuang KING Transportation Equipment Co,Ltd",China,Shijiazhuang,050035,Hall 3.1,250,Railway Technology,"Shijiazhuang King Transportation Equipment Co., Ltd (KING for short) , founded in 1992, is mainly engaged in the design and production of HVAC for a wide range of  rail transit vehicles such as:
- High Speed Trains
- Metro and LRV
- Mainline Passenger coaches
- Locomotives.",1037028
SHIP-CAR SRL S.U.,Italy,Gavardo,25085,Hall 5.1,470,Interiors,"Since 1989 Ship-Car has been producing customised windows (made of glass panes and aluminium frames) and glazing systems for buses, trams, trains, driver cabs, earthmoving machinery, boats, commercial and industrial vehicles.
 
 Thanks to a new machining line of glass with hi-tech processing equi...",1037038
SHP Primaflex GmbH,Germany,Ratekau,23626,Hall 3.1,555,Interiors,"Technical spiral hoses and air ducting systems from Germany. Since 1979, we have been developing and manufacturing customized solutions for rail vehicle construction in Ratekau—from individual components to ready-to-install systems. Compliant with standards, lightweight, flexible, and in use worldwi",1037061
SHPERE THERMAL SYSTEMS PRIVATE LIMITED,India,GREATER NOIDA,201306,Hall 1.2,290,Railway Technology,,1218562
SHPP BV,Netherlands,Bergen op Zoom,4612 PX,Hall 5.1,220,Interiors,"Combining thermoplastics expertise with in-depth knowledge of the industry standards, regulations and trends, SABIC is committed to keeping its customers in the transportation industry at the leading edge of materials and processing technologies.",1037062
"SI ""Entrepreneurship and Export Promotion Office""",Ukraine,Kyiv,01001,Hall 4.2,410,Railway Technology,"The Entrepreneurship and Export Promotion Office (EEPO) is a state institution responsible for supporting the development of small and medium-sized enterprises (SMEs) and facilitating the promotion of exports of goods, works, and services by Ukrainian producers.",1042436
SI-KA-TEC GmbH engineering coating,Germany,Selb,95100,Hall 5.1,225,Railway Technology,"SI-KA-TEC develops high-performance silicone and polyurethane coated technical textiles for Mass Transit, Automotive, Aerospace and Industry — tested, reliable and engineered for demanding mobility applications.",1219973
SIA DiGas,Latvia,Jurmala,2016,Hall 18,185,Railway Technology,Greening the railways with Biomethane (BioCNG & BioLNG) and Hydrogen (H2) retrofit and repower systems for locomotives. The winner of Europe's Rail Joint Undertaking special prize for Rail within the European Startup Prize for Mobility 2022.,1037079
SIBA GmbH,Germany,Lünen,44534,Hall 9,740,Railway Technology,Our protection. Your Benefit. – safety through quality is not only our motto but also our passion.,1037098
Sicame Group,France,ARNAC POMPADOUR,19230,Hall 22,560,Railway Infrastructure,"Together with our subsidiaries CATU, Seifel and MTR GmbH, come and visit us at our stand in Hall 22, no. 560, to discover and try out our railway infrastructure solutions !",1214791
SICE,Spain,Alcobendas,28108,Hall 4.1,760,Railway Technology,"SICE is a leading multinational company in the integration of technologies for public infrastructure management that has become an international benchmark. Offering a cross-cutting vision, we develops integrated solutions and applications based on data science and artificial intelligence technology.",1121589
"Sichuan Central-Service Hongda technology Co.,Ltd",China,Sichuan,610200,Hall 9,520,Railway Technology,"China Expo Overseas (Beiling)International Business Ltd. provides a full range of services, including handling the business of Chinese offices, internationalexhibition organization, customized business travel, exhibition booth services, marketanalysis,marketing promotion,and import and export trade.",1037117
"Sichuan Changhong Battery Co., Ltd.",China,Mianyang,621000,Hall 9,270,Railway Technology,"Founded in 1970, Sichuan Changhong Battery Co., Ltd. is a military-civilian integrated battery manufacturer with 1,130 staff. We develop and produce rail transit lithium-ion & nickel-cadmium batteries with mature and stable technical performance. Equipped with internationally advanced production & t",1037118
"Sichuan Hrailway Digital Technology Co., Ltd.",China,Sichuan,621000,Hall 9,285,Railway Infrastructure,"Sichuan Hrailway Digital Technology Co., Ltd. is a China national high-tech enterprise. We focus on high-precision detection and online monitoring equipment for rail transit systems. We hold a special production license from China State Railway Group and offer custom R&D services for the industry.",1225693
"SICHUAN HUAFENG TECHNOLOGY CO., LTD.",China,Sichuan,621000,Hall 12,447,Railway Technology,"Sichuan Huafeng Technology Co., Ltd. (Stock Code: 688629), founded in 1958 and headquartered in Mianyang, Sichuan Province, was listed on the STAR Market in 2023. It is a world-leading supplier of optoelectronic connectors and interconnection system solutions.
Drawing on over six decades of accumula",1037119
"Sichuan Swjtu Railway Development Co., Ltd.",China,"Chengdu, Sichuan",610071,Hall 7.2c,300,Railway Infrastructure,Cutting-edge rail safety technologies on display — from intelligent monitoring to advanced materials.,1227035
"SICHUAN TOGEE RAIL-TRANSIT EQUIPMENTS CO., LTD.",China,Chengdu,610083,Hall 11.1,230,Railway Technology,"Established in 2007 and relocated to Chengdu in July 2022, Sichuan Togee Rail-Transit Equipment Co., Ltd. (Togee Equipment) has a registered capital of 67.92 million RMB. As a National High-Tech Enterprise, the company specializes in the R&D, manufacturing, and sales of urban rail transit and",1225615
Sichuan Unicorn-China Railway Special Equlpment Public Company,China,Sichuan,610500,Hall 3.1,635,Railway Technology,"Our company is mainly engaged in the new construction and maintenance of hydraulic shock absorbers, and can also provide consulting services and comprehensive professional solutions according to customer needs and site conditions.",1037124
SICK AG,Germany,Waldkirch,79183,Hall 27,405,Railway Technology,"SICK provides advanced sensor solutions for the railway industry, enhancing safety, inspection, and asset tracking. High-speed 3D cameras, RFID systems, and LiDAR technologies enable reliable inspections, monitoring of hazardous areas, and efficient rail operations worldwide.",1037136
Sicut Enterprises Ltd.,United Kingdom,London,EC1V 2NX,Hall 23,340,Railway Infrastructure,"Sicut is the leader in the manufacture and supply of recycled plastic composite sleepers (ties) and is successfully installed in plain line, switches & crossings, metros, bridges, tunnels and heavy haul networks. Sicut is DB, STA, Network Rail approved & has extensive EU & US approvals.",1037139
SIEBERT Hydraulik – Pneumatik GmbH & Co. KG,Germany,Stendal,39576,Hall 10.2,410,Railway Technology,"360° Hydraulik & Pneumatik:
Siebert Hydraulik - Pneumatik ist mit vier Standorten ihr Komplettanbieter in Sachen Hydraulik, Pneumatik und Industriebedarf.",1037158
